Time,Price
1777901400,21.049999237060547
1777901460,21.06999969482422
1777901520,21.024999618530273
1777901580,21.0
1777901640,20.9950008392334
1777901700,21.0
1777901760,20.979999542236328
1777901820,20.959999084472656
1777901880,20.969999313354492
1777901940,20.959999084472656
1777902000,20.954999923706055
1777902060,20.934999465942383
1777902120,20.93000030517578
1777902180,20.915000915527344
1777902240,20.920000076293945
1777902300,20.889999389648438
1777902360,20.921499252319336
1777902420,20.90999984741211
1777902480,20.905000686645508
1777902540,20.940000534057617
1777902600,20.915000915527344
1777902660,20.94499969482422
1777902720,20.978200912475586
1777902780,21.030000686645508
1777902840,21.024999618530273
1777902900,21.020000457763672
1777902960,21.020000457763672
1777903020,21.030000686645508
1777903080,21.024999618530273
1777903140,21.045000076293945
1777903200,21.040000915527344
1777903260,21.05500030517578
1777903320,21.049999237060547
1777903380,21.045000076293945
1777903440,21.05500030517578
1777903500,21.06279945373535
1777903560,21.084999084472656
1777903620,21.104999542236328
1777903680,21.114999771118164
1777903740,21.075000762939453
1777903800,21.06999969482422
1777903860,21.094999313354492
1777903920,21.1200008392334
1777903980,21.110000610351562
1777904040,21.104999542236328
1777904100,21.11370086669922
1777904160,21.084999084472656
1777904220,21.100099563598633
1777904280,21.104999542236328
1777904340,21.094999313354492
1777904400,21.094999313354492
1777904460,21.094999313354492
1777904520,21.094999313354492
1777904580,21.065000534057617
1777904640,21.059999465942383
1777904700,21.065000534057617
1777904760,21.065000534057617
1777904820,21.065000534057617
1777904880,21.07029914855957
1777904940,21.084999084472656
1777905000,21.100000381469727
1777905060,21.110000610351562
1777905120,21.114999771118164
1777905180,21.125
1777905240,21.1200008392334
1777905300,21.1299991607666
1777905360,21.131200790405273
1777905420,21.139999389648438
1777905480,21.165000915527344
1777905540,21.155000686645508
1777905600,21.155000686645508
1777905660,21.155000686645508
1777905720,21.15999984741211
1777905780,21.189899444580078
1777905840,21.165000915527344
1777905900,21.149999618530273
1777905960,21.139999389648438
1777906020,21.139999389648438
1777906080,21.135000228881836
1777906140,21.1299991607666
1777906200,21.125
1777906260,21.114999771118164
1777906320,21.114999771118164
1777906380,21.125
1777906440,21.114999771118164
1777906500,21.110000610351562
1777906560,21.1200008392334
1777906620,21.114999771118164
1777906680,21.139999389648438
1777906740,21.1299991607666
1777906800,21.110000610351562
1777906860,21.135000228881836
1777906920,21.135000228881836
1777906980,21.135000228881836
1777907040,21.149900436401367
1777907100,21.149999618530273
1777907160,21.15999984741211
1777907220,21.16010093688965
1777907280,21.155000686645508
1777907340,21.155000686645508
1777907400,21.145000457763672
1777907460,21.15999984741211
1777907520,21.155000686645508
1777907580,21.155000686645508
1777907640,21.155000686645508
1777907700,21.155000686645508
1777907760,21.155000686645508
1777907820,21.135000228881836
1777907880,21.125
1777907940,21.110000610351562
1777908000,21.114999771118164
1777908060,21.094999313354492
1777908120,21.104999542236328
1777908180,21.084999084472656
1777908240,21.079999923706055
1777908300,21.060199737548828
1777908360,21.079999923706055
1777908420,21.084999084472656
1777908480,21.084999084472656
1777908540,21.084999084472656
1777908600,21.065000534057617
1777908660,21.06999969482422
1777908720,21.059999465942383
1777908780,21.049999237060547
1777908840,21.059999465942383
1777908900,21.05500030517578
1777908960,21.059999465942383
1777909020,21.045000076293945
1777909080,21.040000915527344
1777909140,21.045000076293945
1777909200,21.03499984741211
1777909260,21.040000915527344
1777909320,21.03499984741211
1777909380,20.9950008392334
1777909440,20.9950008392334
1777909500,20.985000610351562
1777909560,20.9950008392334
1777909620,20.9950008392334
1777909680,20.989999771118164
1777909740,20.989900588989258
1777909800,20.9950008392334
1777909860,20.985000610351562
1777909920,20.9950008392334
1777909980,21.0
1777910040,20.9950008392334
1777910100,20.9950008392334
1777910160,20.985000610351562
1777910220,20.985000610351562
1777910280,20.985000610351562
1777910340,20.96500015258789
1777910400,20.975000381469727
1777910460,20.959999084472656
1777910520,20.959999084472656
1777910580,20.96500015258789
1777910640,20.969999313354492
1777910700,20.950000762939453
1777910760,20.954999923706055
1777910820,20.920000076293945
1777910880,20.90999984741211
1777910940,20.90999984741211
1777911000,20.915000915527344
1777911060,20.915000915527344
1777911120,20.924999237060547
1777911180,20.915000915527344
1777911240,20.905000686645508
1777911300,20.905000686645508
1777911360,20.920000076293945
1777911420,20.93000030517578
1777911480,20.934999465942383
1777911540,20.950000762939453
1777911600,20.950000762939453
1777911660,20.969999313354492
1777911720,20.969999313354492
1777911780,20.959999084472656
1777911900,20.954999923706055
1777911960,20.954999923706055
1777912020,20.94499969482422
1777912080,20.949499130249023
1777912140,20.934999465942383
1777912200,20.94499969482422
1777912260,20.940000534057617
1777912380,20.934999465942383
1777912440,20.940000534057617
1777912500,20.924999237060547
1777912560,20.93000030517578
1777912620,20.915000915527344
1777912680,20.935100555419922
1777912740,20.93000030517578
1777912800,20.93000030517578
1777912860,20.899999618530273
1777912920,20.905000686645508
1777912980,20.905000686645508
1777913040,20.889999389648438
1777913100,20.885000228881836
1777913160,20.885000228881836
1777913220,20.885000228881836
1777913280,20.885000228881836
1777913340,20.8799991607666
1777913400,20.875
1777913460,20.8700008392334
1777913520,20.875
1777913580,20.875
1777913640,20.875
1777913700,20.875
1777913760,20.875
1777913820,20.860000610351562
1777913880,20.854999542236328
1777913940,20.854999542236328
1777914000,20.854999542236328
1777914060,20.844999313354492
1777914120,20.860000610351562
1777914180,20.854999542236328
1777914240,20.860000610351562
1777914300,20.8700008392334
1777914360,20.885000228881836
1777914420,20.885000228881836
1777914480,20.875
1777914540,20.879899978637695
1777914600,20.8700008392334
1777914660,20.864999771118164
1777914720,20.864999771118164
1777914780,20.864999771118164
1777914840,20.864999771118164
1777914900,20.844999313354492
1777914960,20.850000381469727
1777915020,20.875
